filename,Crack,Red-Dots,Toothmark
CC_2058_jpg.rf.84dfa601d2425b42f63f221fa7b4f3cc.jpg,1,0,0
CC_2385_jpg.rf.8578f0b85eecd5a55855e0c849dd0e2f.jpg,1,0,0
CC_17_jpg.rf.8611dcd760638488cce652f89d2c38ab.jpg,0,0,1
CC_1328_jpg.rf.86155b7ff3da3fd5a7eec3b5850ec265.jpg,0,1,1
CC_866_jpg.rf.868371c679ec8a0fec13874fa9c752c8.jpg,1,0,0
CC_2587_jpg.rf.8690f8ffe5d1c113cc4b8f5b62c88663.jpg,1,1,1
CC_108_jpg.rf.86a4b9f28890e98826c1b6098106884d.jpg,0,1,1
CC_1220_jpg.rf.847814f53e71ae9dd24a78da56087d10.jpg,0,1,0
CC_128_jpg.rf.84f3c9038adfc194d39e8e5c1010b5aa.jpg,1,1,1
CC_2483_jpg.rf.86c9a850a9e0879c56df06856430da3d.jpg,0,1,1
CC_1076_jpg.rf.86aaeeac0089d9e68f5b5219de11eba9.jpg,1,1,1
CC_1405_jpg.rf.878b7cb606c1ccd6078632fbc3762431.jpg,1,1,1
CC_2063_jpg.rf.8705a399ea7ecb36c9cf891330fc123c.jpg,0,1,1
CC_1396_jpg.rf.877a65fa4e7688afbe64a52e6d7052d4.jpg,1,1,0
CC_127_jpg.rf.875f8f5df5fac143d4a153f7276e78a9.jpg,1,0,1
CC_1264_jpg.rf.881ac87ea5e3953f2dcf6f5d2096dddf.jpg,1,1,1
CC_1760_jpg.rf.8754af6d4af4bf1e862662bdca97e866.jpg,1,0,1
CC_1473_jpg.rf.88212fb3be4d3759926123426e6ba65e.jpg,0,1,0
CC_1067_jpg.rf.8480b1782fff3a73d3c90c4280789f90.jpg,1,1,1
CC_871_jpg.rf.883f0fe1d0a29e97ebb838197ebb1c5b.jpg,0,1,0
CC_1370_jpg.rf.87a7099367b7c577d221bec1db2f96e8.jpg,0,1,0
CC_1597_jpg.rf.883178c499cbea89140bc9a8dc2dd6b5.jpg,0,1,1
CC_1759_jpg.rf.86a4bd17ed3c00877d755d157891c0d2.jpg,1,1,1
CC_2488_jpg.rf.8494a2a6eeed0db72cfe77dd9a4a49c6.jpg,1,1,1
CC_1333_jpg.rf.882659cd9fb62952d9e6460a53e20ba6.jpg,1,0,1
CC_1288_jpg.rf.886fe855e6805cdca77d3258c9de9cdc.jpg,1,0,1
CC_1160_jpg.rf.886a18f49e1557c4a4ad96c382708f0e.jpg,1,1,0
CC_1180_jpg.rf.8885676c026bb288cde4b9803db76088.jpg,0,0,0
CC_1216_jpg.rf.88dc2fa77c4c8c3e9b791c09929990a9.jpg,0,1,1
CC_1317_jpg.rf.89997bec2ae76ba2b6558d4ba37d936b.jpg,1,0,1
CC_232_jpg.rf.8941e61ba332e1472d78d5a8905128bd.jpg,1,1,1
CC_1090_jpg.rf.8986343a6f61f3c49bee3cc6cc7f24ac.jpg,0,0,1
CC_2129_jpg.rf.88c2897ccb51a35e8623e110608b44fc.jpg,0,1,1
CC_2588_jpg.rf.890af6ba97729f893c22c4cd4aaed516.jpg,1,1,0
CC_998_jpg.rf.89778b9a0cffe414725f3e507ac91ef0.jpg,1,0,0
CC_815_jpg.rf.88acb4d8f99434fd6ec57237ccc3fa62.jpg,1,1,1
CC_2083_jpg.rf.89e58bd933a108eac2c9eb7f5af18512.jpg,0,0,1
CC_1298_jpg.rf.89f8946843d7c992c0dd0622ce082fca.jpg,1,0,1
CC_1571_jpg.rf.89aefce2872bcd4b23252148976235ce.jpg,0,1,0
CC_1062_jpg.rf.89e37392394690231f34521ca2864c59.jpg,1,1,1
CC_1443_jpg.rf.88a9f59fbdfc2ded501d78dbcc0454a4.jpg,0,1,1
CC_1137_jpg.rf.898b248c3a1bf3270f1c814f13f54345.jpg,0,0,0
CC_2207_jpg.rf.89e0c551825829df7be54049ad9e100a.jpg,0,1,1
CC_1105_jpg.rf.8a31c67331dd3202e4c455883d746027.jpg,0,1,0
CC_249_jpg.rf.89b019867ba838a7a9e1e3e9e26c318f.jpg,0,1,1
CC_1635_jpg.rf.8a02b5cd95a398ee5b5ce6412c80ee80.jpg,0,1,0
CC_1093_jpg.rf.893628ad3dfc7ece31dbbe338ff3c3ed.jpg,0,0,0
CC_1376_jpg.rf.8a148dc6519cdcb0e6cf6b634174b36c.jpg,0,0,1
CC_141_jpg.rf.89ca6ca56db94c2baa78c35254eb4120.jpg,1,1,1
CC_2655_jpg.rf.89efb985c0389a22791d76f470db5ddd.jpg,1,0,1
CC_1335_jpg.rf.8ad19cf8500891913a10dfc932b6d398.jpg,1,1,1
CC_1583_jpg.rf.8a4ec717b060f4d053707c0af090247e.jpg,0,1,0
CC_871_jpg.rf.8a5f5dd80802439d6371a5d8ead89203.jpg,0,1,0
CC_3076_jpg.rf.8b34cd2cf5d1af7925928282d6a68e1f.jpg,0,1,1
CC_1032_jpg.rf.8b528335523bd3ee911c165e5444df39.jpg,0,1,1
CC_1295_jpg.rf.8a9eedd60fca331115427a17b39a7160.jpg,1,0,0
